,date,entry,type,amount,state,district,block,gp,N_vil
506,2015-05-28,Payment,Expenditures,"2,262",ODISHA,ANUGUL,ANUGUL,BALANGA,7
507,2015-06-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALANGA,7
508,2015-06-07,Receipt,Direct Receipts,"3,040",ODISHA,ANUGUL,ANUGUL,BALANGA,7
509,2015-06-07,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BALANGA,7
510,2015-06-25,Payment,Expenditures,"2,262",ODISHA,ANUGUL,ANUGUL,BALANGA,7
511,2015-06-25,Receipt,Direct Receipts,"172,714",ODISHA,ANUGUL,ANUGUL,BALANGA,7
512,2015-07-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALANGA,7
513,2015-07-05,Receipt,Direct Receipts,"3,040",ODISHA,ANUGUL,ANUGUL,BALANGA,7
514,2015-07-05,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BALANGA,7
515,2015-07-09,Receipt,Direct Receipts,"3,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
516,2015-07-09,Payment,Expenditures,"7,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
517,2015-07-09,Receipt,Direct Receipts,"25,200",ODISHA,ANUGUL,ANUGUL,BALANGA,7
518,2015-07-09,Payment,Expenditures,"50,660",ODISHA,ANUGUL,ANUGUL,BALANGA,7
519,2015-07-25,Receipt,Direct Receipts,100,ODISHA,ANUGUL,ANUGUL,BALANGA,7
520,2015-07-25,Payment,Expenditures,"2,262",ODISHA,ANUGUL,ANUGUL,BALANGA,7
521,2015-08-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALANGA,7
522,2015-08-03,Receipt,Direct Receipts,"10,440",ODISHA,ANUGUL,ANUGUL,BALANGA,7
523,2015-08-03,Payment,Expenditures,"10,440",ODISHA,ANUGUL,ANUGUL,BALANGA,7
524,2015-08-05,Receipt,Direct Receipts,"3,325",ODISHA,ANUGUL,ANUGUL,BALANGA,7
525,2015-08-05,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BALANGA,7
526,2015-08-10,Payment,Expenditures,11,ODISHA,ANUGUL,ANUGUL,BALANGA,7
527,2015-08-10,Receipt,Direct Receipts,"617,663",ODISHA,ANUGUL,ANUGUL,BALANGA,7
528,2015-08-13,Payment,Expenditures,"13,572",ODISHA,ANUGUL,ANUGUL,BALANGA,7
529,2015-08-13,Receipt,Direct Receipts,"13,572",ODISHA,ANUGUL,ANUGUL,BALANGA,7
530,2015-08-22,Receipt,Direct Receipts,659,ODISHA,ANUGUL,ANUGUL,BALANGA,7
531,2015-08-22,Receipt,Direct Receipts,"250,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
532,2015-08-22,Payment,Expenditures,100,ODISHA,ANUGUL,ANUGUL,BALANGA,7
533,2015-08-29,Payment,Expenditures,"2,263",ODISHA,ANUGUL,ANUGUL,BALANGA,7
534,2015-09-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALANGA,7
535,2015-09-05,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,BALANGA,7
536,2015-09-08,Receipt,Direct Receipts,"3,325",ODISHA,ANUGUL,ANUGUL,BALANGA,7
537,2015-09-08,Receipt,Direct Receipts,"23,040",ODISHA,ANUGUL,ANUGUL,BALANGA,7
538,2015-09-08,Receipt,Direct Receipts,"5,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
539,2015-09-28,Payment,Expenditures,"2,263",ODISHA,ANUGUL,ANUGUL,BALANGA,7
540,2015-10-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALANGA,7
541,2015-10-13,Payment,Expenditures,"1,050",ODISHA,ANUGUL,ANUGUL,BALANGA,7
542,2015-10-13,Payment,Expenditures,"193,456",ODISHA,ANUGUL,ANUGUL,BALANGA,7
543,2015-10-13,Receipt,Direct Receipts,"3,315",ODISHA,ANUGUL,ANUGUL,BALANGA,7
544,2015-11-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALANGA,7
545,2015-11-20,Payment,Expenditures,"184,134",ODISHA,ANUGUL,ANUGUL,BALANGA,7
546,2015-12-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALANGA,7
547,2016-01-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALANGA,7
548,2016-01-29,Receipt,Direct Receipts,"3,803",ODISHA,ANUGUL,ANUGUL,BALANGA,7
549,2016-01-29,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
550,2016-01-29,Receipt,Direct Receipts,"228,800",ODISHA,ANUGUL,ANUGUL,BALANGA,7
551,2016-02-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALANGA,7
552,2016-02-04,Receipt,Direct Receipts,"41,278",ODISHA,ANUGUL,ANUGUL,BALANGA,7
553,2016-02-24,Receipt,Direct Receipts,"633,777",ODISHA,ANUGUL,ANUGUL,BALANGA,7
554,2016-03-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALANGA,7
555,2016-03-15,Payment,Expenditures,"12,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
556,2016-03-15,Receipt,Direct Receipts,500,ODISHA,ANUGUL,ANUGUL,BALANGA,7
557,2016-03-15,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
558,2016-03-15,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
559,2016-03-15,Receipt,Direct Receipts,"2,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
560,2016-03-25,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
561,2016-03-25,Receipt,Direct Receipts,"2,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
562,2016-03-25,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BALANGA,7
563,2016-03-25,Payment,Expenditures,500,ODISHA,ANUGUL,ANUGUL,BALANGA,7
564,2015-04-01,Opening Balance,Balance,"1,251,264",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
565,2015-04-04,Payment,Expenditures,"5,511",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
566,2015-04-05,Receipt,Direct Receipts,"7,280",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
567,2015-04-05,Payment,Expenditures,"1,200",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
568,2015-04-27,Receipt,Direct Receipts,"8,216",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
569,2015-04-27,Payment,Expenditures,"121,615",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
570,2015-04-30,Payment,Expenditures,"5,511",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
571,2015-05-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
572,2015-05-05,Receipt,Direct Receipts,"7,290",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
573,2015-05-05,Payment,Expenditures,"1,200",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
574,2015-05-27,Payment,Expenditures,"5,511",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
575,2015-06-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
576,2015-06-05,Payment,Expenditures,"1,400",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
577,2015-06-05,Receipt,Direct Receipts,"7,735",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
578,2015-06-09,Receipt,Direct Receipts,"180,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
579,2015-06-23,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
580,2015-06-23,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
581,2015-06-25,Receipt,Direct Receipts,"4,732",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
582,2015-06-28,Payment,Expenditures,"5,512",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
583,2015-06-29,Receipt,Direct Receipts,"8,772",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
584,2015-06-29,Payment,Expenditures,"200,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
585,2015-06-30,Receipt,Direct Receipts,"5,619",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
586,2015-07-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
587,2015-07-01,Receipt,Direct Receipts,"4,518",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
588,2015-07-01,Payment,Expenditures,"8,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
589,2015-07-01,Payment,Expenditures,800,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
590,2015-07-01,Payment,Expenditures,370,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
591,2015-07-01,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
592,2015-07-01,Payment,Expenditures,200,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
593,2015-07-03,Receipt,Direct Receipts,"25,200",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
594,2015-07-05,Receipt,Direct Receipts,"7,800",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
595,2015-07-05,Payment,Expenditures,"1,400",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
596,2015-07-29,Payment,Expenditures,"5,512",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
597,2015-08-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
598,2015-08-05,Payment,Expenditures,"1,400",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
599,2015-08-05,Receipt,Direct Receipts,"7,585",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
600,2015-08-10,Receipt,Direct Receipts,"741,196",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
601,2015-08-24,Payment,Expenditures,"18,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
602,2015-09-01,Payment,Expenditures,"5,512",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
603,2015-09-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
604,2015-09-05,Receipt,Direct Receipts,"7,650",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
605,2015-09-05,Payment,Expenditures,"1,400",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
606,2015-09-07,Receipt,Direct Receipts,"307,640",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
607,2015-09-30,Payment,Expenditures,"5,512",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
608,2015-10-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
609,2015-10-05,Receipt,Direct Receipts,"8,435",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
610,2015-10-05,Payment,Expenditures,"1,200",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
611,2015-10-06,Payment,Expenditures,"16,320",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
612,2015-10-06,Payment,Expenditures,"9,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
613,2015-10-06,Payment,Expenditures,"3,600",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
614,2015-10-07,Receipt,Direct Receipts,"6,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
615,2015-10-07,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
616,2015-10-07,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
617,2015-11-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
618,2015-11-11,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
619,2015-11-11,Payment,Expenditures,"10,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
620,2015-11-11,Receipt,Direct Receipts,"25,200",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
621,2015-11-11,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
622,2015-11-11,Receipt,Direct Receipts,"10,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
623,2015-11-11,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
624,2015-11-15,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
625,2015-11-20,Payment,Expenditures,"100,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
626,2015-11-20,Payment,Expenditures,"25,200",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
627,2015-11-30,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
628,2015-12-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
629,2015-12-16,Payment,Expenditures,"4,048",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
630,2015-12-17,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
631,2015-12-19,Receipt,Direct Receipts,"5,470",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
632,2015-12-25,Receipt,Direct Receipts,"18,020",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
633,2015-12-25,Receipt,Direct Receipts,"4,312",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
634,2015-12-29,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
635,2015-12-29,Payment,Expenditures,"1,543",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
636,2016-01-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
637,2016-01-03,Receipt,Direct Receipts,"5,470",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
638,2016-01-12,Payment,Expenditures,"15,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
639,2016-01-12,Receipt,Direct Receipts,"1,378",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
640,2016-02-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
641,2016-02-05,Payment,Expenditures,"1,816",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
642,2016-02-08,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
643,2016-02-08,Payment,Expenditures,300,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
644,2016-02-08,Payment,Expenditures,370,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
645,2016-02-08,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
646,2016-02-08,Receipt,Direct Receipts,"6,480",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
647,2016-02-15,Receipt,Direct Receipts,"32,640",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
648,2016-02-15,Payment,Expenditures,"32,640",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
649,2016-02-23,Payment,Expenditures,"1,911",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
650,2016-02-24,Receipt,Direct Receipts,"6,815",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
651,2016-02-24,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
652,2016-02-24,Receipt,Direct Receipts,"740,692",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
653,2016-03-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
654,2016-03-16,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
655,2016-03-16,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
656,2016-03-16,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
657,2016-03-16,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
658,2016-03-16,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
659,2016-03-23,Payment,Expenditures,"1,921",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
660,2016-03-23,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
661,2016-03-25,Receipt,Direct Receipts,"29,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
662,2016-03-25,Receipt,Direct Receipts,"6,860",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
663,2016-03-25,Payment,Expenditures,"19,040",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
664,2016-03-25,Payment,Expenditures,"10,500",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
665,2016-03-25,Payment,Expenditures,"4,200",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
666,2016-03-25,Payment,Expenditures,"29,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
667,2016-03-30,Receipt,Direct Receipts,"299,600",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
668,2016-03-30,Payment,Expenditures,"1,600",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
669,2016-03-30,Payment,Expenditures,120,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
670,2016-03-30,Payment,Expenditures,800,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
671,2016-03-30,Receipt,Direct Receipts,"10,034",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
672,2016-03-31,Receipt,Direct Receipts,590,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
673,2016-03-31,Receipt,Direct Receipts,"44,000",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
674,2016-03-31,Payment,Expenditures,23,ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
675,2016-03-31,Payment,Expenditures,"1,034",ODISHA,ANUGUL,ANUGUL,BALASINGHA,12
676,2015-04-01,Opening Balance,Balance,"1,036,316",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
677,2015-04-07,Payment,Expenditures,"2,300",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
678,2015-04-07,Receipt,Direct Receipts,"8,565",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
679,2015-04-24,Payment,Expenditures,"43,000",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
680,2015-04-24,Payment,Expenditures,"200,000",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
681,2015-04-27,Payment,Expenditures,"6,268",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
682,2015-05-01,Payment,Expenditures,"8,500",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
683,2015-05-01,Payment,Expenditures,500,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
684,2015-05-01,Payment,Expenditures,500,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
685,2015-05-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
686,2015-05-07,Payment,Expenditures,"2,300",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
687,2015-05-07,Receipt,Direct Receipts,"8,550",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
688,2015-05-07,Payment,Expenditures,"6,268",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
689,2015-06-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
690,2015-06-05,Payment,Expenditures,"40,000",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
691,2015-06-05,Payment,Expenditures,"40,000",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
692,2015-06-07,Payment,Expenditures,"2,300",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
693,2015-06-07,Receipt,Direct Receipts,"8,545",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
694,2015-06-25,Payment,Expenditures,"20,000",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
695,2015-06-25,Payment,Expenditures,"5,220",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
696,2015-06-25,Payment,Expenditures,"6,268",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
697,2015-07-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
698,2015-07-07,Payment,Expenditures,525,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
699,2015-07-07,Payment,Expenditures,"2,300",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
700,2015-07-07,Receipt,Direct Receipts,"8,105",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
701,2015-08-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
702,2015-08-27,Receipt,Direct Receipts,10,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
703,2015-08-27,Payment,Expenditures,"6,261",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
704,2015-09-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
705,2015-09-07,Receipt,Direct Receipts,"8,685",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
706,2015-09-07,Payment,Expenditures,"2,300",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
707,2015-09-25,Payment,Expenditures,"6,261",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
708,2015-10-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
709,2015-10-06,Receipt,Direct Receipts,"8,780",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
710,2015-10-06,Payment,Expenditures,"2,500",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
711,2015-10-07,Receipt,Direct Receipts,385,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
712,2015-10-14,Payment,Expenditures,"24,960",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
713,2015-11-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
714,2015-11-04,Payment,Expenditures,"10,500",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
715,2015-11-23,Receipt,Direct Receipts,"82,120",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
716,2015-11-23,Receipt,Direct Receipts,"350,000",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
717,2015-11-23,Receipt,Direct Receipts,"864,728",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
718,2015-11-23,Receipt,Direct Receipts,"180,000",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
719,2015-11-23,Receipt,Direct Receipts,"6,797",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
720,2015-11-23,Receipt,Direct Receipts,"4,122",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
721,2015-12-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
722,2015-12-07,Receipt,Direct Receipts,"4,734",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
723,2016-01-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
724,2016-01-25,Receipt,Direct Receipts,"6,797",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
725,2016-01-25,Payment,Expenditures,"31,217",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
726,2016-01-25,Payment,Expenditures,"6,797",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
727,2016-02-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
728,2016-02-15,Receipt,Direct Receipts,"9,021",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
729,2016-02-15,Receipt,Direct Receipts,"320,300",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
730,2016-02-15,Receipt,Direct Receipts,"41,278",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
731,2016-02-25,Receipt,Direct Receipts,"20,892",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
732,2016-02-25,Receipt,Direct Receipts,"864,141",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
733,2016-02-29,Receipt,Direct Receipts,"11,420",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
734,2016-02-29,Payment,Expenditures,"11,080",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
735,2016-02-29,Receipt,Direct Receipts,"3,110",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
736,2016-03-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
737,2016-03-18,Payment,Expenditures,"75,120",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
738,2016-03-18,Receipt,Direct Receipts,"75,120",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
739,2016-03-18,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
740,2016-03-18,Payment,Expenditures,"2,400",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
741,2016-03-18,Payment,Expenditures,"24,960",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
742,2016-03-18,Payment,Expenditures,"27,000",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
743,2016-03-18,Payment,Expenditures,600,ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
744,2016-03-18,Payment,Expenditures,"16,250",ODISHA,ANUGUL,ANUGUL,BALUAKATA,5
745,2015-04-01,Opening Balance,Balance,"410,067.46",ODISHA,ANUGUL,ANUGUL,BANTALA,5
746,2015-04-07,Receipt,Direct Receipts,"5,110",ODISHA,ANUGUL,ANUGUL,BANTALA,5
747,2015-04-07,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BANTALA,5
748,2015-04-20,Receipt,Direct Receipts,70,ODISHA,ANUGUL,ANUGUL,BANTALA,5
749,2015-04-27,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
750,2015-04-27,Payment,Expenditures,"3,771",ODISHA,ANUGUL,ANUGUL,BANTALA,5
751,2015-04-29,Receipt,Direct Receipts,"5,045",ODISHA,ANUGUL,ANUGUL,BANTALA,5
752,2015-05-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BANTALA,5
753,2015-05-02,Payment,Expenditures,"4,500",ODISHA,ANUGUL,ANUGUL,BANTALA,5
754,2015-05-07,Receipt,Direct Receipts,"5,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
755,2015-05-07,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,BANTALA,5
756,2015-05-16,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,BANTALA,5
757,2015-05-20,Receipt,Direct Receipts,175,ODISHA,ANUGUL,ANUGUL,BANTALA,5
758,2015-05-22,Payment,Expenditures,"3,771",ODISHA,ANUGUL,ANUGUL,BANTALA,5
759,2015-06-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,BANTALA,5
760,2015-06-06,Receipt,Direct Receipts,"5,580",ODISHA,ANUGUL,ANUGUL,BANTALA,5
761,2015-06-06,Payment,Expenditures,"1,250",ODISHA,ANUGUL,ANUGUL,BANTALA,5
762,2015-06-22,Payment,Expenditures,"3,771",ODISHA,ANUGUL,ANUGUL,BANTALA,5
763,2015-06-23,Receipt,Direct Receipts,"165,900",ODISHA,ANUGUL,ANUGUL,BANTALA,5
764,2015-06-26,Receipt,Direct Receipts,"1,351",ODISHA,ANUGUL,ANUGUL,BANTALA,5
